key_with_zip,key_no_zip,address,city,zip,licensee,lat,lng
"311 W Broadway St, Hobbs 88240.0","311 W Broadway St, Hobbs",311 W Broadway St,Hobbs,88240.0,PECOS VALLEY PRODUCTION INC - BROADWAY ST RETAIL,,
"312 W Navajo Ste 100, Hobbs 88240.0","312 W Navajo Ste 100, Hobbs",312 W Navajo Ste 100,Hobbs,88240.0,COUTH FARMS LLC - W NAVAJO RETAIL,,
"3211 N Dal Paso, Hobbs 88240.0","3211 N Dal Paso, Hobbs",3211 N Dal Paso,Hobbs,88240.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  N DAL PASO RETAIL,,
"3501 N Grimes St Ste 100, Hobbs 88240.0","3501 N Grimes St Ste 100, Hobbs",3501 N Grimes St Ste 100,Hobbs,88240.0,GNOMAD LLC - GRIMES ST RETAIL,,
"3817 N Central Avenue, Suite A, Hobbs 88240.0","3817 N Central Avenue, Suite A, Hobbs","3817 N Central Avenue, Suite A",Hobbs,88240.0,"HIGH DESERT RELIEF-N CENTRAL AVENUE, SUITE A RETAIL",,
"4301 N Grimes St Suite 600, Hobbs 88240.0","4301 N Grimes St Suite 600, Hobbs",4301 N Grimes St Suite 600,Hobbs,88240.0,FCI OF NEW MEXICO - HOBBS RETAIL,,
"4401 N Grimes Ste 300, Hobbs 88240.0","4401 N Grimes Ste 300, Hobbs",4401 N Grimes Ste 300,Hobbs,88240.0,ROADRUNNER GREENS LLC - N GRIMES RETAIL,,
"502 West Navajo Dr, Hobbs 88240.0","502 West Navajo Dr, Hobbs",502 West Navajo Dr,Hobbs,88240.0,BRYANS GREEN CARE- NAVAJO DR RETAIL/CONS,,
"616 E Bender Blvd, Hobbs 88240.0","616 E Bender Blvd, Hobbs",616 E Bender Blvd,Hobbs,88240.0,"WONDERLAND, LLC - BENDER RETAIL",,
"617 S Cochran, Hobbs 88240.0","617 S Cochran, Hobbs",617 S Cochran,Hobbs,88240.0,MESA FLOWERS,,
"701 N Grimes St, Hobbs 88240.0","701 N Grimes St, Hobbs",701 N Grimes St,Hobbs,88240.0,ANIMACANN INC - GRIMES ST RETAIL,,
"708 E Bender Blvd, Hobbs 88240.0","708 E Bender Blvd, Hobbs",708 E Bender Blvd,Hobbs,88240.0,MINDSCAPE VENTURES LLC/ RETAIL E BENDER BLVD,,
"718 Bender Blvd, Hobbs 88240.0","718 Bender Blvd, Hobbs",718 Bender Blvd,Hobbs,88240.0,PRIMOS RAW ORGANICS - BENDER BLVD RETAILER,,
"927 E Bender Blvd, Hobbs 88240.0","927 E Bender Blvd, Hobbs",927 E Bender Blvd,Hobbs,88240.0,SCORE 420 - BENDER BLVD RETAIL,,
"211 W Kansas Ave, Jal 88252.0","211 W Kansas Ave, Jal",211 W Kansas Ave,Jal,88252.0,TOKER KING LLC/ RETAIL W KANSAS AVE,,
"3411 NM-18, Jal 88252.0","3411 NM-18, Jal",3411 NM-18,Jal,88252.0,GREY MOON OPERATIONS LLC - RETAIL,,
"435 S 3rd St., Jal 88252.0","435 S 3rd St., Jal",435 S 3rd St.,Jal,88252.0,CANNABIS CENTRAL LLC - 3RD ST RETAIL,,
"604 E Kansas Ave, Jal 88252.0","604 E Kansas Ave, Jal",604 E Kansas Ave,Jal,88252.0,HAPPY SMILES LLC -610 RETAIL - Jal,,
"610 E Kansas Ave, Jal 88252.0","610 E Kansas Ave, Jal",610 E Kansas Ave,Jal,88252.0,HAPPY SMILES LLC -610 RETAIL - Jal,,
"714 S Commerce, Jal 88252.0","714 S Commerce, Jal",714 S Commerce,Jal,88252.0,ENCHANTMENT GROWTH CO - Jal,,
"17502 Highway 4 Suite B, Jemez Springs 87025.0","17502 Highway 4 Suite B, Jemez Springs",17502 Highway 4 Suite B,Jemez Springs,87025.0,JEMEZ MOUNTAIN MEDS LLC - HIGHWAY 4 RETAIL,,
"4157 US-64, Kirtland 87417.0","4157 US-64, Kirtland",4157 US-64,Kirtland,87417.0,CGFNM HOLDINGS LLC- US 64 RETAIL,,
"4157 US-64, Kirtland 87414.0","4157 US-64, Kirtland",4157 US-64,Kirtland,87414.0,FOSTER FARMS LLC - US 64 RETAIL,,
"4354 Highway 64, Kirtland 87417.0","4354 Highway 64, Kirtland",4354 Highway 64,Kirtland,87417.0,KINDLIFE KIRTLAND LLC/ RETAIL HIGHWAY 64,,
"1000 N Main, Las Cruces 88081.0","1000 N Main, Las Cruces",1000 N Main,Las Cruces,88081.0,NERA LLC/ RETAIL HIGHWAY 213,,
"1025 El Paseo, Las Cruces 88001.0","1025 El Paseo, Las Cruces",1025 El Paseo,Las Cruces,88001.0,DISPENSARY NEAR ME LAS CRUCES - EL PASEO RETAIL,,
"1128 South Solano Drive, Las Cruces 88001.0","1128 South Solano Drive, Las Cruces",1128 South Solano Drive,Las Cruces,88001.0,BOTANICAL INFUSIONS/ RETAIL SOUTH SOLANO DRIVE,,
"1201 South Solano Drive, Las Cruces 88001.0","1201 South Solano Drive, Las Cruces",1201 South Solano Drive,Las Cruces,88001.0,MUNCHIEZ CANNABIS LLC- SOLANO RETAIL,,
"1240 S Valley Dr Ste D, Las Cruces 88005.0","1240 S Valley Dr Ste D, Las Cruces",1240 S Valley Dr Ste D,Las Cruces,88005.0,EVEREST APOTHECARY - Las Cruces,,
"1275 W Picacho Ave 1, Las Cruces 88007.0","1275 W Picacho Ave 1, Las Cruces",1275 W Picacho Ave 1,Las Cruces,88007.0,MONSTER HOUSE SMOKE LLC - PICACHO AVE RETAIL / CONSUMPTION,,
"140 W Picacho Ave Unit C, Las Cruces 88005.0","140 W Picacho Ave Unit C, Las Cruces",140 W Picacho Ave Unit C,Las Cruces,88005.0,FCI OF NEW MEXICO - PICACHO AVE RETAIL,,
"1405 S. Valley Drive, Las Cruces 88005.0","1405 S. Valley Drive, Las Cruces",1405 S. Valley Drive,Las Cruces,88005.0,PROHIBITION 37 - S. VALLEY DR RETAIL,,
"142 Wyatt Dr, Las Cruces 88005.0","142 Wyatt Dr, Las Cruces",142 Wyatt Dr,Las Cruces,88005.0,MASBUDS LLC - WYATT DR RETAIL,,
"1455 Hickory Dr Ste 1B, Las Cruces 88005.0","1455 Hickory Dr Ste 1B, Las Cruces",1455 Hickory Dr Ste 1B,Las Cruces,88005.0,GRANDE CULTIVATION COLLECTIVE LLC - HICKORY DR RETAIL,,
"1455 Hickory Dr., Las Cruces 88005.0","1455 Hickory Dr., Las Cruces",1455 Hickory Dr.,Las Cruces,88005.0,RARE ENTERPRISES LLC - HICKORY RETAIL,,
"1590 E Lohman Ave, Las Cruces 88001.0","1590 E Lohman Ave, Las Cruces",1590 E Lohman Ave,Las Cruces,88001.0,ORGAN MOUNTAIN WELLNESS LLC - RETAIL,,
"1595 El Paseo Rd, Las Cruces 88001.0","1595 El Paseo Rd, Las Cruces",1595 El Paseo Rd,Las Cruces,88001.0,COUTH FARMS LLC- EL PASEO RD RETAIL,,
"1600 South Valley Drive, Suite D, Las Cruces 88005.0","1600 South Valley Drive, Suite D, Las Cruces","1600 South Valley Drive, Suite D",Las Cruces,88005.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  LAS CRUCES RETAIL,,
"1602 E Lohman, Las Cruces 88011.0","1602 E Lohman, Las Cruces",1602 E Lohman,Las Cruces,88011.0,EUPHORIA GROUP LLC/ RETAIL E LOHMAN,,
"162 Wyatt Dr, Las Cruces 88005.0","162 Wyatt Dr, Las Cruces",162 Wyatt Dr,Las Cruces,88005.0,TURQUOISE BLOOM INC/ RETAIL WYATT DR,,
"1685 North Main St, Las Cruces 88001.0","1685 North Main St, Las Cruces",1685 North Main St,Las Cruces,88001.0,HHNM LAS CRUCES 2 COMPANY- NORTH MAIN ST RETAIL,,
"1713 E. University Blvd, Las Cruces 88001.0","1713 E. University Blvd, Las Cruces",1713 E. University Blvd,Las Cruces,88001.0,FLORA VERDE LLC - UNIVERSITY BLVD RETAIL,,
"1810 E. Lohman, Las Cruces 88001.0","1810 E. Lohman, Las Cruces",1810 E. Lohman,Las Cruces,88001.0,CONNOISSEUR COLLECTIVE LLC - RETAIL,,
"1886 W Picacho Ave, Las Cruces 88005.0","1886 W Picacho Ave, Las Cruces",1886 W Picacho Ave,Las Cruces,88005.0,RICARDO O WILSON - IDAHO RETAIL,,
"1960 N Solano Dr, Las Cruces 88001.0","1960 N Solano Dr, Las Cruces",1960 N Solano Dr,Las Cruces,88001.0,BOTANICAL INFUSIONS - N SOLANO DR RETAIL,,
"1965 Bataan Memorial, Las Cruces 88012.0","1965 Bataan Memorial, Las Cruces",1965 Bataan Memorial,Las Cruces,88012.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC - Las Cruces,,
"200 Conway, Las Cruces 88005.0","200 Conway, Las Cruces",200 Conway,Las Cruces,88005.0,AKESO BOTANICALS LLC,,
"200 S Solano Ste 3, Las Cruces 88001.0","200 S Solano Ste 3, Las Cruces",200 S Solano Ste 3,Las Cruces,88001.0,"ROUND HOUSE RESERVE, LLC - SOLANO RETAIL",,
"2000 E Lohman Ave Ste E, Las Cruces 88001.0","2000 E Lohman Ave Ste E, Las Cruces",2000 E Lohman Ave Ste E,Las Cruces,88001.0,GREENGO NM - LOHMAN AVE RETAIL,,
"2001 Copper Loop Ste 5, Las Cruces 880005.0","2001 Copper Loop Ste 5, Las Cruces",2001 Copper Loop Ste 5,Las Cruces,880005.0,LAS COLAS LLC,,
"2153 W Picacho Ave, Las Cruces 88007.0","2153 W Picacho Ave, Las Cruces",2153 W Picacho Ave,Las Cruces,88007.0,EFFY EXOTICS LLC - PICACHO RETAIL,,
"2215 A South Main St, Las Cruces 88005.0","2215 A South Main St, Las Cruces",2215 A South Main St,Las Cruces,88005.0,M THOMAS LLC - EL MOLINO MANUFACTURER,,
"2240 E Lohman Ave., Unit 1, Las Cruces 88001.0","2240 E Lohman Ave., Unit 1, Las Cruces","2240 E Lohman Ave., Unit 1",Las Cruces,88001.0,CHADCOR HOLDINGS NM- RETAIL - Las Cruces,,
"227 S Main St, Las Cruces 88001.0","227 S Main St, Las Cruces",227 S Main St,Las Cruces,88001.0,PHARMTRUE LLC,,
"2305 Nevada Ave, Las Cruces 88001.0","2305 Nevada Ave, Las Cruces",2305 Nevada Ave,Las Cruces,88001.0,CANNAVERSE - NEVADA AVE RETAIL,,
"2460 Locust St Ste1, Las Cruces 88001.0","2460 Locust St Ste1, Las Cruces",2460 Locust St Ste1,Las Cruces,88001.0,PECOS VALLEY PRODUCTION INC - LOCUST ST RETAIL,,
"2460 Missouri Ave, Las Cruces 88001.0","2460 Missouri Ave, Las Cruces",2460 Missouri Ave,Las Cruces,88001.0,HASHTAG CANNABIS LLC - RETAIL,,
"250 W Amador Ave, Las Cruces 88005.0","250 W Amador Ave, Las Cruces",250 W Amador Ave,Las Cruces,88005.0,DANK OF AMERICA LLC - W AMADOR RETAIL,,
"2505 Missouri Avenue, Las Cruces 88011.0","2505 Missouri Avenue, Las Cruces",2505 Missouri Avenue,Las Cruces,88011.0,K PAYNE RELIEF/ RETAIL MISSOURI AVENUE,,
"2517 Main St, Las Cruces 87107.0","2517 Main St, Las Cruces",2517 Main St,Las Cruces,87107.0,SANDIA BOTANICALS - Las Cruces,,
"2702  West Amador Suite B-2, Las Cruces 88005.0","2702  West Amador Suite B-2, Las Cruces",2702  West Amador Suite B-2,Las Cruces,88005.0,ROYAL CANNABIS LLC - AMADOR RETAIL,,
"2821 N Telshor Blvd, Las Cruces 88011.0","2821 N Telshor Blvd, Las Cruces",2821 N Telshor Blvd,Las Cruces,88011.0,SCORE 420 - 2107 CENTRAL RETAIL,,
"300 N Main St. Ste 4, Las Cruces 88001.0","300 N Main St. Ste 4, Las Cruces",300 N Main St. Ste 4,Las Cruces,88001.0,CLM MANAGEMENT LLC - N MAIN ST RETAIL,,
"301 N Seventeenth St. Ste A, Las Cruces 88005.0","301 N Seventeenth St. Ste A, Las Cruces",301 N Seventeenth St. Ste A,Las Cruces,88005.0,GANJA GARDENS LLC - SEVENTEENTH ST RETAIL,,
"301 N Solano Dr Ste 8, Las Cruces 88001.0","301 N Solano Dr Ste 8, Las Cruces",301 N Solano Dr Ste 8,Las Cruces,88001.0,MONSTER HOUSE SMOKE LLC/ RETAIL N SOLANO DR,,
"3050 Roadrunner Parkway, Ste A2, Las Cruces 88011.0","3050 Roadrunner Parkway, Ste A2, Las Cruces","3050 Roadrunner Parkway, Ste A2",Las Cruces,88011.0,PECOS VALLEY PRODUCTION INC - ROADRUNNER PARKWAY RETAIL,,
"3330 Rinconada Blvd, Las Cruces 88011.0","3330 Rinconada Blvd, Las Cruces",3330 Rinconada Blvd,Las Cruces,88011.0,AMIGOS LAS CRUCES LLC- RINCONADA BLVD RETAIL,,
"3497 Bataan Memorial West, Las Cruces 88102.0","3497 Bataan Memorial West, Las Cruces",3497 Bataan Memorial West,Las Cruces,88102.0,MONSTER HOUSE SMOKE LLC,,
"3510 Northrise Suite 4, Las Cruces 88011.0","3510 Northrise Suite 4, Las Cruces",3510 Northrise Suite 4,Las Cruces,88011.0,BIG RANCH CULTIVATION LLC - NORTHRISE RETAIL,,
"3830 E Lohman Ave Building-2, Las Cruces 88011.0","3830 E Lohman Ave Building-2, Las Cruces",3830 E Lohman Ave Building-2,Las Cruces,88011.0,URBAN WELLNESS - LAS CRUCES DISPENSARY,,
"3841 East Lohman Ave, Las Cruces 88011.0","3841 East Lohman Ave, Las Cruces",3841 East Lohman Ave,Las Cruces,88011.0,EVEREST APOTHECARY - LAS CRUCES DISPENSARY,,
"3850 Foothills Rd Suite 5, Las Cruces 88011.0","3850 Foothills Rd Suite 5, Las Cruces",3850 Foothills Rd Suite 5,Las Cruces,88011.0,NEW ERA NM LLC - FOOTHILLS RD RETAIL,,
"401 North 17th St. Suite 8, Las Cruces 88005.0","401 North 17th St. Suite 8, Las Cruces",401 North 17th St. Suite 8,Las Cruces,88005.0,SERRANO SPRINGS LLC - 17TH ST. RETAIL,,
"4165 White Sage Arc, Las Cruces 88012.0","4165 White Sage Arc, Las Cruces",4165 White Sage Arc,Las Cruces,88012.0,EVEREST APOTHECARY - WHITE SAGE RETAIL,,
"421 Avenida De Mesilla, Las Cruces 88005.0","421 Avenida De Mesilla, Las Cruces",421 Avenida De Mesilla,Las Cruces,88005.0,MARY J LANE LC,,
"513 E Idaho, Las Cruces 88001.0","513 E Idaho, Las Cruces",513 E Idaho,Las Cruces,88001.0,M THOMAS LLC - MAIN ST RETAIL - Las Cruces,,
"523 E Idaho, Las Cruces 88001.0","523 E Idaho, Las Cruces",523 E Idaho,Las Cruces,88001.0,M THOMAS LLC - MAIN ST RETAIL - Las Cruces,,
"530 N Telshor Suite G, Las Cruces 88007.0","530 N Telshor Suite G, Las Cruces",530 N Telshor Suite G,Las Cruces,88007.0,TRUE ESSENTIA/ RETAIL N TELSHOR SUITE E,,
"580 S. Valley Dr. Ste. 300, Las Cruces 88005.0","580 S. Valley Dr. Ste. 300, Las Cruces",580 S. Valley Dr. Ste. 300,Las Cruces,88005.0,HHNM LAS CRUCES 1 COMPANY- S VALLEY DR RETAIL,,
"600 S Solano, Las Cruces 88001.0","600 S Solano, Las Cruces",600 S Solano,Las Cruces,88001.0,QUEEN BEES COLLECTIVE LLC - SOLANO RETAIL,,
"606 N Mesquite, Las Cruces 88001.0","606 N Mesquite, Las Cruces",606 N Mesquite,Las Cruces,88001.0,PENDEJADAS INC,,
"615 E Lohman Ave, Las Cruces 88001.0","615 E Lohman Ave, Las Cruces",615 E Lohman Ave,Las Cruces,88001.0,BLOOM MANAGEMENT GROUP LLC - E LOHMAN AVE RETAIL - RETAIL,,
"641 Thorpe Rd., Las Cruces 88007.0","641 Thorpe Rd., Las Cruces",641 Thorpe Rd.,Las Cruces,88007.0,THE MATCHBOX LLC - THORPE RETAIL,,
"725 South Solano, Las Cruces 88001.0","725 South Solano, Las Cruces",725 South Solano,Las Cruces,88001.0,ROUND HOUSE RESERVE LLC - S SOLANO RETAIL,,
"750 S Solano, Las Cruces 88001.0","750 S Solano, Las Cruces",750 S Solano,Las Cruces,88001.0,ALTER EGO DISPENSARY LLC - SOLANO RETAIL,,
"755 S Telshor Blvd.. Bldg A, Las Cruces 88011.0","755 S Telshor Blvd.. Bldg A, Las Cruces",755 S Telshor Blvd.. Bldg A,Las Cruces,88011.0,PURLIFE - TELSHOR BLVD RETAIL,,
"775 S Telshor, Las Cruces 88011.0","775 S Telshor, Las Cruces",775 S Telshor,Las Cruces,88011.0,R. GREENLEAF ORGANICS INC - TELSHOR RETAIL,,
"795 S Salano Dr STE A, Las Cruces 88001.0","795 S Salano Dr STE A, Las Cruces",795 S Salano Dr STE A,Las Cruces,88001.0,CASA VERDE CANNABIS LLC - SOLANO RETAIL,,
"951 N Solano Dr Suite B, Las Cruces 88001.0","951 N Solano Dr Suite B, Las Cruces",951 N Solano Dr Suite B,Las Cruces,88001.0,ZIA COLLECTIVE DISPENSARY- SOLANO RETAIL,,
"9575 Bataan Memorial West, Las Cruces 88012.0","9575 Bataan Memorial West, Las Cruces",9575 Bataan Memorial West,Las Cruces,88012.0,AIM HIGH ENTERPRISES LLC- BATAAN MEMORIAL WEST RETAIL,,
"1608 7th St, Las Vegas 87701.0","1608 7th St, Las Vegas",1608 7th St,Las Vegas,87701.0,FCI OF NEW MEXICO - LAS VEGAS RETAIL,,
"1822 7th St, Las Vegas 87701.0","1822 7th St, Las Vegas",1822 7th St,Las Vegas,87701.0,SMOKE N BODY JEWELRY LLC/ RETAIL 7TH ST,,
"2410 7th St, Las Vegas 87701.0","2410 7th St, Las Vegas",2410 7th St,Las Vegas,87701.0,ROLLIN LOVE LLC - 7TH ST RETAIL,,
"252/254 Mills Ave., Las Vegas 87701.0","252/254 Mills Ave., Las Vegas",252/254 Mills Ave.,Las Vegas,87701.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  LAS VEGAS DISPENSARY,,
"327 S Grand, Las Vegas 87701.0","327 S Grand, Las Vegas",327 S Grand,Las Vegas,87701.0,TILLYS CANNABIS CONSORTIUM - GRAND RETAIL,,
"615 E. Lincoln St, Las Vegas 87701.0","615 E. Lincoln St, Las Vegas",615 E. Lincoln St,Las Vegas,87701.0,R. GREENLEAF ORGANICS DISPENSARY LAS VEGAS,,
"800 Mills Ave, Las Vegas 87701.0","800 Mills Ave, Las Vegas",800 Mills Ave,Las Vegas,87701.0,BEST DAZE INC - Las Vegas,,
"124 US Hwy 54, Logan 88426.0","124 US Hwy 54, Logan",124 US Hwy 54,Logan,88426.0,TOOT TOOT PROPERTIES LLC/ RETAIL US HWY 54,,
"403 North US Hwy 54, Logan 82446.0","403 North US Hwy 54, Logan",403 North US Hwy 54,Logan,82446.0,CHIKERE CAFE LLC - US HWY 54 RETAIL,,
"805 Main Street, Lordsburg 88045.0","805 Main Street, Lordsburg",805 Main Street,Lordsburg,88045.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC - Lordsburg,,
"248 DP Road, Los Alamos 87544.0","248 DP Road, Los Alamos",248 DP Road,Los Alamos,87544.0,ARRIVE,,
"555 Oppenheimer Dr Ste 100, Los Alamos 87544.0","555 Oppenheimer Dr Ste 100, Los Alamos",555 Oppenheimer Dr Ste 100,Los Alamos,87544.0,WHEEED LLC - LOS ALAMOS RETAIL,,
"111 Lujan Rd SE, Los Lunas 87031.0","111 Lujan Rd SE, Los Lunas",111 Lujan Rd SE,Los Lunas,87031.0,FAMILY STRAINS LLC,,
"127 Hwy 314 NW, Los Lunas 87031.0","127 Hwy 314 NW, Los Lunas",127 Hwy 314 NW,Los Lunas,87031.0,LEAF REPUBLIC - HWY 314 NW RETAIL,,
"1651 Main Street, Suite E, Los Lunas 87031.0","1651 Main Street, Suite E, Los Lunas","1651 Main Street, Suite E",Los Lunas,87031.0,EVEREST APOTHECARY - LOS LUNAS DISPENSARY,,
"2235-2245 Main St SE, Los Lunas 87031.0","2235-2245 Main St SE, Los Lunas",2235-2245 Main St SE,Los Lunas,87031.0,R. GREENLEAF ORGANICS - Los Lunas,,
"3414 Highway 47, Los Lunas 87031.0","3414 Highway 47, Los Lunas",3414 Highway 47,Los Lunas,87031.0,GH LLC- HIGHWAY 47 RETAIL,,
"3459 Main St Suite D, Los Lunas 87031.0","3459 Main St Suite D, Los Lunas",3459 Main St Suite D,Los Lunas,87031.0,FCI OF NEW MEXICO - MAIN ST RETAIL,,
"3513 Main St, Los Lunas 87031.0","3513 Main St, Los Lunas",3513 Main St,Los Lunas,87031.0,LL MANAGEMENT LLC,,
"4883 Highway 314, Los Lunas 87031.0","4883 Highway 314, Los Lunas",4883 Highway 314,Los Lunas,87031.0,ZIA DYNASTYS TREEHOUSE,,
"7103 4th St NW Bldg F, Los Ranchos 87107.0","7103 4th St NW Bldg F, Los Ranchos",7103 4th St NW Bldg F,Los Ranchos,87107.0,TOASTED LLC - 4TH ST RETAIL,,
"7218 4th Street NW, Los Ranchos 87107.0","7218 4th Street NW, Los Ranchos",7218 4th Street NW,Los Ranchos,87107.0,CASA KUSH LLC/ RETAIL 4TH STREET NW,,
"11 El Lobo Road, Loving 88256.0","11 El Lobo Road, Loving",11 El Lobo Road,Loving,88256.0,PROCESS MANAGEMENT CONTROL - LOVING RETAIL,,
"412 W. Birch Street, Loving 88256.0","412 W. Birch Street, Loving",412 W. Birch Street,Loving,88256.0,TOKER KING LLC - BIRCH STREET RETAILER,,
"107 E. Washington Ave, Lovington 88260.0","107 E. Washington Ave, Lovington",107 E. Washington Ave,Lovington,88260.0,"TAKE TWO, LLC",,
"1103 S Main St, Lovington 88260.0","1103 S Main St, Lovington",1103 S Main St,Lovington,88260.0,HIGHLINE CANNABIS LLC,,
"2330 S Main, Lovington 88260.0","2330 S Main, Lovington",2330 S Main,Lovington,88260.0,BRYANS GREEN CARE RETAIL - Lovington,,
"526 W Ave D, Lovington 88260.0","526 W Ave D, Lovington",526 W Ave D,Lovington,88260.0,BETTER DAZE CANNABIS CO LLC - AVE D RETAIL,,
"609 Tatum Highway, Lovington 88260.0","609 Tatum Highway, Lovington",609 Tatum Highway,Lovington,88260.0,HI LEVEL LOGISTICS LLC/ RETAIL E TATUM HIGHWAY,,
"830 W Avenue D, Lovington 88260.0","830 W Avenue D, Lovington",830 W Avenue D,Lovington,88260.0,TREEHOUSE CANNABIS LLC - WEST AVE RETAIL,,
"2860 State Hwy 14 N A1, Madrid 87010.0","2860 State Hwy 14 N A1, Madrid",2860 State Hwy 14 N A1,Madrid,87010.0,TRU LUV BUD LLC - HWY 14 RETAIL,,
"8 Railyard Ln, Madrid 87010.0","8 Railyard Ln, Madrid",8 Railyard Ln,Madrid,87010.0,"MADRID CANNABIS, INC - RAILYARD LN, RETAIL",,
"2060 Calle De Parin, Mesilla 88046.0","2060 Calle De Parin, Mesilla",2060 Calle De Parin,Mesilla,88046.0,GREENE STREET HOLDINGS NEW MEXICO LLC- LOHMAN RETAIL,,
"5555 S Main St, Mesilla Park 88047.0","5555 S Main St, Mesilla Park",5555 S Main St,Mesilla Park,88047.0,DR GREEN ORGANICS - MAIN ST RETAIL,,
"1700 Juniper Dr, Milan 87021.0","1700 Juniper Dr, Milan",1700 Juniper Dr,Milan,87021.0,"THE HERBAL CLUB, LLC",,
"711 W Route 66, Milan 87021.0","711 W Route 66, Milan",711 W Route 66,Milan,87021.0,UNCLE ROYS - W ROUTE 66 RETAIL,,
"195 State Hwy 518, Mora 87732.0","195 State Hwy 518, Mora",195 State Hwy 518,Mora,87732.0,SMOKING CROW CANNABIS COMPANY - STATE HWY 434 RETAIL,,
"121 US Route 66, Moriarty 87035.0","121 US Route 66, Moriarty",121 US Route 66,Moriarty,87035.0,BUDDER PROS LLC,,
"2015 US Rt 66 West Ste 1, Moriarty 87035.0","2015 US Rt 66 West Ste 1, Moriarty",2015 US Rt 66 West Ste 1,Moriarty,87035.0,STONE CENTRAL CANNABIS LLC - RT 66 RETAIL,,
"729 NM-22, Pena Blanca 87041.0","729 NM-22, Pena Blanca",729 NM-22,Pena Blanca,87041.0,LOONIE ZOONIE LABORATORIES LLC RETAIL SAN MATEO BLVD NE,,
"2 Valencia Rd, Peralta 87042.0","2 Valencia Rd, Peralta",2 Valencia Rd,Peralta,87042.0,GRANDMAS POT SHOP LLC - PERALTA,,
"3524 Hwy 47, Peralta 87042.0","3524 Hwy 47, Peralta",3524 Hwy 47,Peralta,87042.0,ROAD RUNNER ORGANICS/ RETAIL HWY 47,,
"206 Huw Tii Rd, Picuris Pueblo 87553.0","206 Huw Tii Rd, Picuris Pueblo",206 Huw Tii Rd,Picuris Pueblo,87553.0,PICURIS PUEBLO - HUW TII RD RETAIL,,
"221 NM165 Suite J, Placitas 87043.0","221 NM165 Suite J, Placitas",221 NM165 Suite J,Placitas,87043.0,IGWT LLC - NM165 RETAIL,,
"30 Frontage Road, Placitas 87043.0","30 Frontage Road, Placitas",30 Frontage Road,Placitas,87043.0,LEAF AND FLOWER LLC - Placitas,,
"1012 W. 2nd st, Portales 88130.0","1012 W. 2nd st, Portales",1012 W. 2nd st,Portales,88130.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  2ND ST RETAIL,,
"106 N Main Ave, Portales 88130.0","106 N Main Ave, Portales",106 N Main Ave,Portales,88130.0,HIGH SUPPLY CANNABIS LLC - MAIN AVE RETAIL,,
"1301 S Avenue D, Portales 88130.0","1301 S Avenue D, Portales",1301 S Avenue D,Portales,88130.0,ENCHANTED DESERT FARMS LLC,,
"215 E 2nd Street, Portales 88130.0","215 E 2nd Street, Portales",215 E 2nd Street,Portales,88130.0,PECOS VALLEY PRODUCTION INC - 2ND ST RETAIL,,
"226 W 2nd St., Portales 88301.0","226 W 2nd St., Portales",226 W 2nd St.,Portales,88301.0,DISPENSARY NEAR ME - 2ND ST RETAIL,,
"312 S Main Ave, Portales 88130.0","312 S Main Ave, Portales",312 S Main Ave,Portales,88130.0,HORIZON GROWERS OF NEW MEXICO LLC - RETAIL MAIN AVE,,
"800 East Elbe Street, Portales 88130.0","800 East Elbe Street, Portales",800 East Elbe Street,Portales,88130.0,BEST LIFE PRODUCTIONS - ROOSEVELT RETAIL,,
"815 E Brazos, Portales 88130.0","815 E Brazos, Portales",815 E Brazos,Portales,88130.0,NM GREEN DOOR LLC/ RETAIL E BRAZOS,,
"2339 Highway 522, Questa 87556.0","2339 Highway 522, Questa",2339 Highway 522,Questa,87556.0,TAOS ORGANICS LLC - HWY 522 RETAIL,,
"1144 S Second St, Raton 87740.0","1144 S Second St, Raton",1144 S Second St,Raton,87740.0,STEPHEN LIN HAYDEN,,
"215 Clayton Rd, Raton 87740.0","215 Clayton Rd, Raton",215 Clayton Rd,Raton,87740.0,WILLOW SPRINGS CANNABIS LLC - CLAYTON ROAD RETAILER,,
"320 W River Street, Red River 87558.0","320 W River Street, Red River",320 W River Street,Red River,87558.0,VT INDUSTRIES LLC/ RETAIL W RIVER STREET,,
"2350 State Highway 47, Rio Communities 87002.0","2350 State Highway 47, Rio Communities",2350 State Highway 47,Rio Communities,87002.0,SCORPIO FARMS LLC - CENTRAL RETAIL,,
"1000 Golf Course Rd SE, Rio Rancho 87124.0","1000 Golf Course Rd SE, Rio Rancho",1000 Golf Course Rd SE,Rio Rancho,87124.0,PURLIFE DISPENSARY - Rio Rancho,,
"1100 State Highway 528 Ne Suite A, Rio Rancho 87144.0","1100 State Highway 528 Ne Suite A, Rio Rancho",1100 State Highway 528 Ne Suite A,Rio Rancho,87144.0,NM ALTITUDE RETAIL,,
"1660 NM  528 SE Ste 105, Rio Rancho 87124.0","1660 NM  528 SE Ste 105, Rio Rancho",1660 NM  528 SE Ste 105,Rio Rancho,87124.0,URBAN WELLNESS - RIO RANCHO DISPENSARY,,
